Date,Daily Average Temperature (F),Daily Maximum Temperature (F),Daily Minimum Temperature (F),Date
"44,221.00",25,32,18,
"44,222.00",26.5,32,21,
"44,223.00",19.5,26,13,
"44,224.00",16.5,24,9,
"44,225.00",21.5,33,10,
"44,226.00",32.5,34,31,
"44,227.00",31,34,28,
"44,228.00",29,34,24,
"44,229.00",28,33,23,
"44,230.00",26.5,35,18,
"44,231.00",30.5,36,25,
"44,232.00",16,25,7,
"44,233.00",7.5,12,3,
"44,234.00",-1,5,-7,
"44,235.00",7,14,0,
"44,236.00",6.5,15,-2,
"44,237.00",10,15,5,
"44,238.00",10.5,18,3,
"44,239.00",9.5,14,5,
"44,240.00",4,10,-2,
"44,241.00",-1.5,3,-6,
"44,242.00",2,8,-4,
"44,243.00",14,22,6,
"44,244.00",17,27,7,
"44,245.00",20.5,27,14,
"44,246.00",18,24,12,
"44,247.00",15,25,5,
"44,248.00",27,35,19,
"44,249.00",35,40,30,
"44,250.00",43.5,49,38,
"44,251.00",36.5,43,30,
"44,252.00",33,42,24,
"44,253.00",31.5,40,23,
"44,254.00",40.5,49,32,
"44,255.00",40,47,33,
"44,256.00",26.5,33,20,
"44,257.00",27.5,39,16,
"44,258.00",43,52,34,
"44,259.00",31,36,26,
"44,260.00",33.5,44,23,
"44,261.00",33.5,42,25,
"44,262.00",34,44,24,
"44,263.00",49.5,60,39,
"44,264.00",47,59,35,
"44,265.00",57,65,49,
"44,266.00",52.5,63,42,
"44,267.00",40.5,51,30,
"44,268.00",42.5,60,25,
"44,269.00",42,50,34,
"44,270.00",34.5,37,32,
"44,271.00",35,37,33,
"44,272.00",36,38,34,
"44,273.00",40,43,37,
"44,274.00",35.5,43,28,
"44,275.00",40,53,27,
"44,276.00",48.5,64,33,
"44,277.00",58,68,48,
"44,278.00",52,58,46,
"44,279.00",51.5,56,47,
"44,280.00",41.5,47,36,
"44,281.00",37.5,42,33,
"44,282.00",42.5,47,38,
"44,283.00",38,47,29,
"44,284.00",44,61,27,
"44,285.00",55,67,43,
"44,286.00",37,43,31,
"44,287.00",30.5,37,24,
"44,288.00",37.5,48,27,
"44,289.00",54,71,37,
"44,290.00",56,71,41,
"44,291.00",61.5,75,48,
"44,292.00",69.5,81,58,
"44,293.00",65,75,55,
"44,294.00",55.5,62,49,
"44,295.00",54,60,48,
"44,296.00",49.5,54,45,
"44,297.00",49,56,42,
"44,298.00",53,64,42,
"44,299.00",45.5,50,41,
"44,300.00",40.5,45,36,
"44,301.00",46.5,53,40,
"44,302.00",42,48,36,
"44,303.00",44,51,37,
"44,304.00",47.5,60,35,
"44,305.00",46,53,39,
"44,306.00",37.5,42,33,
"44,307.00",36.5,41,32,
"44,308.00",43.5,55,32,
"44,309.00",54.5,62,47,
"44,310.00",51.5,61,42,
"44,311.00",39.5,43,36,
"44,312.00",50,60,40,
"44,313.00",58.5,72,45,
"44,314.00",48.5,52,45,
"44,315.00",54.5,64,45,
"44,316.00",47,54,40,
"44,317.00",64.5,88,41,
"44,318.00",77,87,67,
"44,319.00",60.5,71,50,
"44,320.00",50,56,44,
"44,321.00",47,54,40,
"44,322.00",49,54,44,
"44,323.00",47.5,55,40,
"44,324.00",44,51,37,
"44,325.00",48.5,55,42,
"44,326.00",44.5,51,38,
"44,327.00",45,53,37,
"44,328.00",47.5,59,36,
"44,329.00",56.5,68,45,
"44,330.00",59.5,70,49,
"44,331.00",59,66,52,
"44,332.00",58.5,65,52,
"44,333.00",60,70,50,
"44,334.00",61.5,70,53,
"44,335.00",67,75,59,
"44,336.00",72,82,62,
"44,337.00",77.5,86,69,
"44,338.00",78.5,89,68,
"44,339.00",64,76,52,
"44,340.00",66,80,52,
"44,341.00",78.5,87,70,
"44,342.00",66,81,51,
"44,343.00",49,52,46,
"44,344.00",46.5,49,44,
"44,345.00",52,60,44,
"44,346.00",53,65,41,
"44,347.00",63.5,74,53,
"44,348.00",62.5,74,51,
"44,349.00",64.5,75,54,
"44,350.00",74,90,58,
"44,351.00",80.5,93,68,
"44,352.00",81.5,94,69,
"44,353.00",81.5,90,73,
"44,354.00",77.5,82,73,
"44,355.00",77,86,68,
"44,356.00",72.5,80,65,
"44,357.00",73.5,83,64,
"44,358.00",76.5,88,65,
"44,359.00",74,84,64,
"44,360.00",75.5,86,65,
"44,361.00",71.5,82,61,
"44,362.00",67,73,61,
"44,363.00",65.5,73,58,
"44,364.00",70.5,86,55,
"44,365.00",80,93,67,
"44,366.00",69,77,61,
"44,367.00",67.5,76,59,
"44,368.00",63.5,73,54,
"44,369.00",64.5,75,54,
"44,370.00",70,81,59,
"44,371.00",72,78,66,
"44,372.00",72,80,64,
"44,373.00",73.5,83,64,
"44,374.00",72.5,80,65,
"44,375.00",71,76,66,
"44,376.00",76.5,83,70,
"44,377.00",74,82,66,
"44,378.00",64.5,69,60,
"44,379.00",63.5,71,56,
"44,380.00",76,90,62,
"44,381.00",81,92,70,
"44,382.00",85.5,95,76,
"44,383.00",80,94,66,
"44,384.00",67.5,73,62,
"44,385.00",62.5,66,59,
"44,386.00",64.5,75,54,
"44,387.00",65.5,72,59,
"44,388.00",69.5,73,66,
"44,389.00",67.5,70,65,
"44,390.00",73.5,80,67,
"44,391.00",77,85,69,
"44,392.00",70,78,62,
"44,393.00",67.5,73,62,
"44,394.00",70,76,64,
"44,395.00",71,80,62,
"44,396.00",75,87,63,
"44,397.00",77,88,66,
"44,398.00",68,73,63,
"44,399.00",71,81,61,
"44,400.00",81.5,90,73,
"44,401.00",84.5,94,75,
"44,402.00",82,93,71,
"44,403.00",83.5,95,72,
"44,404.00",81.5,92,71,
"44,405.00",80.5,89,72,
"44,406.00",77,85,69,
"44,407.00",66.5,72,61,
"44,408.00",72.5,84,61,
"44,409.00",69.5,75,64,
"44,410.00",68,77,59,
"44,411.00",73,83,63,
"44,412.00",74,85,63,
"44,413.00",77.5,87,68,
"44,414.00",77,88,66,
"44,415.00",70.5,77,64,
"44,416.00",78.5,90,67,
"44,417.00",72.5,75,70,
"44,418.00",77.5,91,64,
"44,419.00",80,90,70,
"44,420.00",79,89,69,
"44,421.00",75.5,84,67,
"44,422.00",70,79,61,
"44,423.00",70,80,60,
"44,424.00",70,78,62,
"44,425.00",70,80,60,
"44,426.00",75,83,67,
"44,427.00",77,83,71,
"44,428.00",76.5,84,69,
"44,429.00",81,89,73,
"44,430.00",70.5,75,66,
"44,431.00",74,84,64,
"44,432.00",83,95,71,
"44,433.00",82,92,72,
"44,434.00",77,82,72,
"44,435.00",79.5,85,74,
"44,436.00",86,95,77,
"44,437.00",81.5,90,73,
"44,438.00",75,85,65,
"44,439.00",71,78,64,
"44,440.00",69,75,63,
"44,441.00",68,77,59,
"44,442.00",67.5,74,61,
"44,443.00",69.5,76,63,
"44,444.00",72.5,83,62,
"44,445.00",67.5,78,57,
"44,446.00",73,83,63,
"44,447.00",69.5,77,62,
"44,448.00",65.5,74,57,
"44,449.00",69,81,57,
"44,450.00",75,87,63,
"44,451.00",71,76,66,
"44,452.00",66.5,71,62,
"44,453.00",74.5,84,65,
"44,454.00",66,75,57,
"44,455.00",67,79,55,
"44,456.00",75.5,89,62,
"44,457.00",66,72,60,
"44,458.00",69.5,79,60,
"44,459.00",75.5,80,71,
"44,460.00",69,77,61,
"44,461.00",60.5,65,56,
"44,462.00",60.5,68,53,
"44,463.00",67.5,80,55,
"44,464.00",61,71,51,
"44,465.00",70,84,56,
"44,466.00",71.5,81,62,
"44,467.00",61.5,68,55,
"44,468.00",64.5,75,54,
"44,469.00",65.5,75,56,
"44,470.00",68,80,56,
"44,471.00",75,83,67,
"44,472.00",70.5,76,65,
"44,473.00",67.5,70,65,
"44,474.00",66,67,65,
"44,475.00",65,67,63,
"44,476.00",66.5,69,64,
"44,477.00",67.5,75,60,
"44,478.00",67.5,73,62,
"44,479.00",71.5,75,68,
"44,480.00",70,76,64,
"44,481.00",64,66,62,
"44,482.00",63,69,57,
"44,483.00",62.5,73,52,
"44,484.00",55,60,50,
"44,485.00",53.5,61,46,
"44,486.00",56,67,45,
"44,487.00",57.5,71,44,
"44,488.00",62,75,49,
"44,489.00",61.5,70,53,
"44,490.00",53,63,43,
"44,491.00",47,54,40,
"44,492.00",47.5,56,39,
"44,493.00",47,56,38,
"44,494.00",51.5,55,48,
"44,495.00",48.5,56,41,
"44,496.00",51,56,46,
"44,497.00",55.5,58,53,
"44,498.00",55.5,57,54,
"44,499.00",53.5,59,48,
"44,500.00",47,54,40,
"44,501.00",43,50,36,
"44,502.00",39,46,32,
"44,503.00",37,44,30,
"44,504.00",38.5,49,28,
"44,505.00",44.5,54,35,
"44,506.00",51,62,40,
"44,507.00",57,67,47,
"44,508.00",59,68,50,
"44,509.00",48.5,57,40,
"44,510.00",45,56,34,
"44,511.00",48.5,57,40,
"44,512.00",38.5,42,35,
"44,513.00",37.5,41,34,
"44,514.00",36,39,33,
"44,515.00",30.5,36,25,
"44,516.00",38,51,25,
"44,517.00",50.5,61,40,
"44,518.00",36,40,32,
"44,519.00",33,39,27,
"44,520.00",41.5,49,34,
"44,521.00",41.5,54,29,
"44,522.00",29.5,36,23,
"44,523.00",33.5,44,23,
"44,524.00",43.5,50,37,
"44,525.00",35.5,49,22,
"44,526.00",24,30,18,
"44,527.00",35,41,29,
"44,528.00",32.5,41,24,
"44,529.00",32.5,41,24,
"44,530.00",39.5,50,29,
"44,531.00",41.5,52,31,
"44,532.00",46.5,53,40,
"44,533.00",40.5,45,36,
"44,534.00",35.5,38,33,
"44,535.00",37,40,34,
"44,536.00",24,36,12,
"44,537.00",17,24,10,
"44,538.00",27.5,31,24,
"44,539.00",33.5,42,25,
"44,540.00",38.5,45,32,
"44,541.00",40,48,32,
"44,542.00",40.5,50,31,
"44,543.00",41.5,53,30,
"44,544.00",38,48,28,
"44,545.00",57.5,67,48,
"44,546.00",49,68,30,
"44,547.00",30.5,36,25,
"44,548.00",33.5,38,29,
"44,549.00",32,35,29,
"44,550.00",34,40,28,
"44,551.00",30,40,20,
"44,552.00",23,29,17,
"44,553.00",32.5,41,24,
"44,554.00",36,49,23,
"44,555.00",38,48,28,
"44,556.00",33.5,41,26,
"44,557.00",36,42,30,
"44,558.00",33,39,27,
"44,559.00",32,38,26,
"44,560.00",30.5,37,24,
"44,561.00",35,38,32,
"44,562.00",26,33,19,
"44,563.00",19.5,25,14,
"44,564.00",14,23,5,
"44,565.00",26.5,34,19,
"44,566.00",24.5,34,15,
"44,567.00",12,18,6,
"44,568.00",12,21,3,
"44,569.00",22.5,32,13,
"44,570.00",21.5,32,11,
"44,571.00",7.5,12,3,
"44,572.00",20.5,39,2,
"44,573.00",36.5,42,31,
"44,574.00",37.5,42,33,
"44,575.00",28,33,23,
"44,576.00",22,24,20,
"44,577.00",21,28,14,
"44,578.00",25,29,21,
"44,579.00",32,43,21,
"44,580.00",24.5,39,10,
"44,581.00",11,17,5,
"44,582.00",16,26,6,
"44,583.00",25,31,19,
"44,584.00",14.5,19,10,
"44,585.00",16.5,22,11,
"44,586.00",6,12,0,
"44,587.00",6,17,-5,
"44,588.00",25.5,34,17,
"44,589.00",17,24,10,
"44,590.00",17,24,10,
"44,591.00",23,31,15,
"44,592.00",25.5,35,16,
"44,593.00",38,46,30,
"44,594.00",23.5,30,17,
"44,595.00",17,22,12,
"44,596.00",18,26,10,
"44,597.00",14,23,5,
"44,598.00",30,40,20,
"44,599.00",25.5,31,20,
"44,600.00",32,42,22,
"44,601.00",37,42,32,
"44,602.00",29.5,33,26,
"44,603.00",32.5,44,21,
"44,604.00",16,21,11,
"44,605.00",14,19,9,
"44,606.00",19.5,27,12,
"44,607.00",26.5,36,17,
"44,608.00",44,53,35,
"44,609.00",26,36,16,
"44,610.00",20,32,8,
"44,611.00",13.5,21,6,
"44,612.00",36,53,19,
"44,613.00",36,39,33,
"44,614.00",27.5,35,20,
"44,615.00",17.5,22,13,
"44,616.00",24,27,21,
"44,617.00",23.5,30,17,
"44,618.00",21.5,32,11,
"44,619.00",33,40,26,
"44,620.00",36.5,50,23,
"44,621.00",37,46,28,
"44,622.00",38,49,27,
"44,623.00",28,32,24,
"44,624.00",30,37,23,
"44,625.00",51,66,36,
"44,626.00",44,54,34,
"44,627.00",33.5,37,30,
"44,628.00",31,40,22,
"44,629.00",32.5,39,26,
"44,630.00",22.5,27,18,
"44,631.00",24.5,35,14,
"44,632.00",15.5,23,8,
"44,633.00",36.5,52,21,
"44,634.00",45.5,59,32,
"44,635.00",35.5,41,30,
"44,636.00",49,70,28,
"44,637.00",55,68,42,
"44,638.00",39,42,36,
"44,639.00",39.5,43,36,
"44,640.00",46.5,58,35,
"44,641.00",48.5,62,35,
"44,642.00",42.5,45,40,
"44,643.00",41.5,45,38,
"44,644.00",36,38,34,
"44,645.00",42,48,36,
"44,646.00",30.5,36,25,
"44,647.00",28,34,22,
"44,648.00",26.5,32,21,
"44,649.00",33,40,26,
"44,650.00",47,56,38,
"44,651.00",36.5,40,33,
"44,652.00",37,44,30,
"44,653.00",36,41,31,
"44,654.00",39.5,44,35,
"44,655.00",45,52,38,
"44,656.00",45,50,40,
"44,657.00",51,58,44,
"44,658.00",43.5,46,41,
"44,659.00",37.5,42,33,
"44,660.00",40,46,34,
"44,661.00",44,56,32,
"44,662.00",54,65,43,
"44,663.00",49.5,62,37,
"44,664.00",56.5,72,41,
"44,665.00",41.5,47,36,
"44,666.00",42.5,48,37,
"44,667.00",39,46,32,
"44,668.00",35.5,39,32,
"44,669.00",37.5,41,34,
"44,670.00",43.5,50,37,
"44,671.00",45.5,51,40,
"44,672.00",57.5,70,45,
"44,673.00",44,46,42,
"44,674.00",63.5,82,45,
"44,675.00",63.5,74,53,
"44,676.00",48,53,43,
"44,677.00",40.5,46,35,
"44,678.00",35.5,39,32,
"44,679.00",42,45,39,
"44,680.00",48,55,41,
"44,681.00",52,58,46,
"44,682.00",52.5,56,49,
"44,683.00",50,54,46,
"44,684.00",44,47,41,
"44,685.00",45,51,39,
"44,686.00",45.5,53,38,
"44,687.00",49.5,55,44,
"44,688.00",50,59,41,
"44,689.00",50,57,43,
"44,690.00",59.5,72,47,
"44,691.00",67,83,51,
"44,692.00",67.5,86,49,
"44,693.00",70.5,87,54,
"44,694.00",75.5,86,65,
"44,695.00",73.5,84,63,
"44,696.00",66,73,59,
"44,697.00",64.5,79,50,
"44,698.00",54,61,47,
"44,699.00",51.5,55,48,
"44,700.00",62.5,78,47,
"44,701.00",71,80,62,
"44,702.00",56.5,64,49,
"44,703.00",56.5,64,49,
"44,704.00",53,59,47,
"44,705.00",53.5,59,48,
"44,706.00",58.5,67,50,
"44,707.00",64,77,51,
"44,708.00",54.5,59,50,
"44,709.00",62,75,49,
"44,710.00",68,79,57,
"44,711.00",80,87,73,
"44,712.00",80,85,75,
"44,713.00",64,74,54,
"44,714.00",66,78,54,
"44,715.00",66,79,53,
"44,716.00",59.5,69,50,
"44,717.00",60.5,65,56,
"44,718.00",65.5,76,55,
"44,719.00",60,66,54,
"44,720.00",56.5,61,52,
"44,721.00",64.5,80,49,
"44,722.00",69,79,59,
"44,723.00",66.5,74,59,
"44,724.00",58.5,63,54,
"44,725.00",64,74,54,
"44,726.00",82,99,65,
"44,727.00",85.5,95,76,
"44,728.00",81,92,70,
"44,729.00",72,85,59,
"44,730.00",60.5,67,54,
"44,731.00",66.5,80,53,
"44,732.00",81,94,68,
"44,733.00",87,100,74,
"44,734.00",79,87,71,
"44,735.00",68,75,61,
"44,736.00",75.5,88,63,
"44,737.00",71.5,75,68,
"44,738.00",73.5,80,67,
"44,739.00",68.5,76,61,
"44,740.00",73.5,88,59,
"44,741.00",69.5,76,63,
"44,742.00",80.5,94,67,
"44,743.00",75,80,70,
"44,744.00",75,84,66,
"44,745.00",73,81,65,
"44,746.00",78,88,68,
"44,747.00",75.5,82,69,
"44,748.00",69,73,65,
"44,749.00",72.5,81,64,
"44,750.00",69,72,66,
"44,751.00",69,75,63,
"44,752.00",69.5,81,58,
"44,753.00",77.5,90,65,
"44,754.00",75.5,84,67,
"44,755.00",68,74,62,
"44,756.00",66.5,74,59,
"44,757.00",67,74,60,
"44,758.00",67,70,64,
"44,759.00",73.5,79,68,
"44,760.00",76.5,91,62,
"44,761.00",80.5,87,74,
"44,762.00",81,86,76,
"44,763.00",83,93,73,
"44,764.00",80,91,69,
"44,765.00",80,90,70,
"44,766.00",79,87,71,
"44,767.00",69.5,76,63,
"44,768.00",72,79,65,
"44,769.00",77.5,86,69,
"44,770.00",74.5,81,68,
"44,771.00",72.5,81,64,
"44,772.00",72,82,62,
"44,773.00",74.5,85,64,
"44,774.00",78.5,87,70,
"44,775.00",72.5,80,65,
"44,776.00",81,85,77,
"44,777.00",71.5,78,65,
"44,778.00",72.5,81,64,
"44,779.00",82,91,73,
"44,780.00",77,85,69,
"44,781.00",70.5,78,63,
"44,782.00",67,74,60,
"44,783.00",75.5,87,64,
"44,784.00",68,75,61,
"44,785.00",66.5,73,60,
"44,786.00",71.5,77,66,
"44,787.00",67.5,69,66,
"44,788.00",70.5,77,64,
"44,789.00",70,76,64,
"44,790.00",70.5,79,62,
"44,791.00",73,85,61,
"44,792.00",77.5,87,68,
"44,793.00",72.5,79,66,
"44,794.00",72,77,67,
"44,795.00",72,79,65,
"44,796.00",75.5,85,66,
"44,797.00",78,86,70,
"44,798.00",74.5,82,67,
"44,799.00",68.5,75,62,
"44,800.00",67.5,77,58,
"44,801.00",76,84,68,
"44,802.00",78,85,71,
"44,803.00",73.5,81,66,
"44,804.00",75,86,64,
"44,805.00",78,89,67,
"44,806.00",79,86,72,
"44,807.00",74,81,67,
"44,808.00",66,70,62,
"44,809.00",67,71,63,
"44,810.00",70,76,64,
"44,811.00",71.5,80,63,
"44,812.00",75,85,65,
"44,813.00",74,85,63,
"44,814.00",72,82,62,
"44,815.00",61.5,66,57,
"44,816.00",61.5,67,56,
"44,817.00",69.5,79,60,
"44,818.00",66,70,62,
"44,819.00",70,81,59,
"44,820.00",73,83,63,
"44,821.00",76.5,85,68,
"44,822.00",76,84,68,
"44,823.00",67.5,76,59,
"44,824.00",70,80,60,
"44,825.00",70,80,60,
"44,826.00",57.5,65,50,
"44,827.00",55.5,64,47,
"44,828.00",60,67,53,
"44,829.00",61,68,54,
"44,830.00",57,62,52,
"44,831.00",52.5,58,47,
"44,832.00",51,58,44,
"44,833.00",51,61,41,
"44,834.00",54.5,65,44,
"44,835.00",57.5,66,49,
"44,836.00",57.5,62,53,
"44,837.00",55,65,45,
"44,838.00",59,74,44,
"44,839.00",62.5,76,49,
"44,840.00",59,71,47,
"44,841.00",47,53,41,
"44,842.00",49,60,38,
"44,843.00",57.5,69,46,
"44,844.00",53.5,62,45,
"44,845.00",60,76,44,
"44,846.00",58,66,50,
"44,847.00",46,53,39,
"44,848.00",46.5,55,38,
"44,849.00",45,55,35,
"44,850.00",44,51,37,
"44,851.00",40.5,46,35,
"44,852.00",41.5,47,36,
"44,853.00",40.5,47,34,
"44,854.00",48,61,35,
"44,855.00",58,77,39,
"44,856.00",66,77,55,
"44,857.00",64,72,56,
"44,858.00",67.5,74,61,
"44,859.00",58,72,44,
"44,860.00",44.5,52,37,
"44,861.00",46,55,37,
"44,862.00",48.5,57,40,
"44,863.00",48.5,62,35,
"44,864.00",49.5,60,39,
"44,865.00",54.5,63,46,
"44,866.00",58,72,44,
"44,867.00",56.5,71,42,
"44,868.00",62.5,72,53,
"44,869.00",63,68,58,
"44,870.00",55,66,44,
"44,871.00",52,60,44,
"44,872.00",46.5,53,40,
"44,873.00",48,51,45,
"44,874.00",59,69,49,
"44,875.00",68.5,77,60,
"44,876.00",48.5,64,33,
"44,877.00",36,38,34,
"44,878.00",31.5,36,27,
"44,879.00",33,42,24,
"44,880.00",38,41,35,
"44,881.00",35,39,31,
"44,882.00",31.5,34,29,
"44,883.00",26,30,22,
"44,884.00",23,29,17,
"44,885.00",22.5,32,13,
"44,886.00",36,45,27,
"44,887.00",36.5,48,25,
"44,888.00",42,57,27,
"44,889.00",41.5,49,34,
"44,890.00",44,52,36,
"44,891.00",47.5,57,38,
"44,892.00",38.5,46,31,
"44,893.00",35.5,46,25,
"44,894.00",47,59,35,
"44,895.00",28.5,36,21,
"44,896.00",28.5,38,19,
"44,897.00",42.5,52,33,
"44,898.00",35.5,50,21,
"44,899.00",30.5,39,22,
"44,900.00",37.5,43,32,
"44,901.00",39.5,42,37,
"44,902.00",38,41,35,
"44,903.00",37.5,40,35,
"44,904.00",37.5,40,35,
"44,905.00",38.5,40,37,
"44,906.00",39.5,42,37,
"44,907.00",39,41,37,
"44,908.00",38.5,39,38,
"44,909.00",40.5,42,39,
"44,910.00",36,40,32,
"44,911.00",29,32,26,
"44,912.00",26.5,29,24,
"44,913.00",18.5,24,13,
"44,914.00",19.5,28,11,
"44,915.00",22.5,32,13,
"44,916.00",21.5,36,7,
"44,917.00",16.5,36,-3,
"44,918.00",-2.5,2,-7,
"44,919.00",7,13,1,
"44,920.00",10,15,5,
"44,921.00",17,22,12,
"44,922.00",18,27,9,
"44,923.00",36,47,25,
"44,924.00",53,60,46,
"44,925.00",44,59,29,
"44,926.00",30,35,25,
"44,927.00",40.5,46,35,
"44,928.00",35.5,40,31,
"44,929.00",40.5,42,39,
"44,930.00",38.5,42,35,
"44,931.00",34.5,36,33,
"44,932.00",32,36,28,
"44,933.00",30,33,27,
"44,934.00",28.5,31,26,
"44,935.00",35.5,46,25,
"44,936.00",39.5,46,33,
"44,937.00",41,46,36,
"44,938.00",37.5,40,35,
"44,939.00",31,35,27,
"44,940.00",29,33,25,
"44,941.00",34.5,42,27,
"44,942.00",44,49,39,
"44,943.00",44.5,49,40,
"44,944.00",38,40,36,
"44,945.00",38.5,42,35,
"44,946.00",32,35,29,
"44,947.00",30.5,32,29,
"44,948.00",27,34,20,
"44,949.00",27,34,20,
"44,950.00",32.5,37,28,
"44,951.00",34,36,32,
"44,952.00",29,37,21,
"44,953.00",24.5,37,12,
"44,954.00",23,27,19,
"44,955.00",20.5,25,16,
"44,956.00",10,16,4,
"44,957.00",4.5,12,-3,
"44,958.00",16.5,27,6,
"44,959.00",20.5,32,9,
"44,960.00",5,11,-1,
"44,961.00",25,40,10,
"44,962.00",32,40,24,
"44,963.00",28,41,15,
"44,964.00",40,49,31,
"44,965.00",36,47,25,
"44,966.00",37.5,40,35,
"44,967.00",32,38,26,
"44,968.00",36,48,24,
"44,969.00",42.5,55,30,
"44,970.00",41,51,31,
"44,971.00",41.5,52,31,
"44,972.00",42.5,51,34,
"44,973.00",29,35,23,
"44,974.00",21.5,27,16,
"44,975.00",30,40,20,
"44,976.00",39.5,46,33,
"44,977.00",33.5,40,27,
"44,978.00",31,40,22,
"44,979.00",32,33,31,
"44,980.00",32.5,40,25,
"44,981.00",20,25,15,
"44,982.00",31.5,37,26,
"44,983.00",33,45,21,
"44,984.00",37,39,35,
"44,985.00",41.5,48,35,
"44,986.00",44,51,37,
"44,987.00",35,40,30,
"44,988.00",36,39,33,
"44,989.00",39.5,50,29,
"44,990.00",35.5,43,28,
"44,991.00",41,45,37,
"44,992.00",38.5,43,34,
"44,993.00",37,43,31,
"44,994.00",36.5,39,34,
"44,995.00",35,37,33,
"44,996.00",33,36,30,
"44,997.00",32.5,36,29,
"44,998.00",27.5,31,24,
"44,999.00",26,33,19,
"45,000.00",33.5,46,21,
"45,001.00",42,44,40,
"45,002.00",31,43,19,
"45,003.00",20,27,13,
"45,004.00",31,42,20,
"45,005.00",41.5,52,31,
"45,006.00",41.5,49,34,
"45,007.00",45.5,51,40,
"45,008.00",39.5,46,33,
"45,009.00",36.5,41,32,
"45,010.00",38,43,33,
"45,011.00",32.5,42,23,
"45,012.00",34,40,28,
"45,013.00",37.5,48,27,
"45,014.00",32.5,39,26,
"45,015.00",33.5,45,22,
"45,016.00",51.5,61,42,
"45,017.00",37.5,48,27,
"45,018.00",38,51,25,
"45,019.00",51,59,43,
"45,020.00",48.5,58,39,
"45,021.00",53.5,70,37,
"45,022.00",43.5,54,33,
"45,023.00",37,41,33,
"45,024.00",49,62,36,
"45,025.00",52,68,36,
"45,026.00",59.5,72,47,
"45,027.00",67.5,79,56,
"45,028.00",70.5,83,58,
"45,029.00",69.5,83,56,
"45,030.00",63.5,77,50,
"45,031.00",68.5,80,57,
"45,032.00",49,64,34,
"45,033.00",35.5,39,32,
"45,034.00",45.5,57,34,
"45,035.00",40.5,46,35,
"45,036.00",59.5,77,42,
"45,037.00",51,61,41,
"45,038.00",42,47,37,
"45,039.00",38.5,42,35,
"45,040.00",43,51,35,
"45,041.00",40.5,45,36,
"45,042.00",40,46,34,
"45,043.00",48,62,34,
"45,044.00",51,61,41,
"45,045.00",47,55,39,
"45,046.00",43,45,41,
"45,047.00",43,48,38,
"45,048.00",47,52,42,
"45,049.00",45,51,39,
"45,050.00",53.5,63,44,
"45,051.00",64,72,56,
"45,052.00",57.5,62,53,
"45,053.00",62,78,46,
"45,054.00",49.5,53,46,
"45,055.00",55.5,65,46,
"45,056.00",59,71,47,
"45,057.00",63.5,77,50,
"45,058.00",62,69,55,
"45,059.00",55.5,61,50,
"45,060.00",51,55,47,
"45,061.00",53,67,39,
"45,062.00",63.5,82,45,
"45,063.00",46.5,52,41,
"45,064.00",51.5,63,40,
"45,065.00",61.5,70,53,
"45,066.00",58,69,47,
"45,067.00",68,79,57,
"45,068.00",60.5,72,49,
"45,069.00",64.5,78,51,
"45,070.00",55.5,62,49,
"45,071.00",51,57,45,
"45,072.00",54.5,65,44,
"45,073.00",58.5,71,46,
"45,074.00",63.5,74,53,
"45,075.00",65,77,53,
"45,076.00",69.5,84,55,
"45,077.00",75,86,64,
"45,078.00",74,86,62,
"45,079.00",73,84,62,
"45,080.00",73,83,63,
"45,081.00",67,75,59,
"45,082.00",67.5,79,56,
"45,083.00",64.5,70,59,
"45,084.00",61,67,55,
"45,085.00",62.5,70,55,
"45,086.00",62.5,74,51,
"45,087.00",71,86,56,
"45,088.00",53.5,56,51,
"45,089.00",58,70,46,
"45,090.00",60,63,57,
"45,091.00",62,68,56,
"45,092.00",60.5,68,53,
"45,093.00",58.5,65,52,
"45,094.00",64.5,77,52,
"45,095.00",65.5,75,56,
"45,096.00",69.5,81,58,
"45,097.00",68.5,77,60,
"45,098.00",72.5,84,61,
"45,099.00",73,84,62,
"45,100.00",72.5,82,63,
"45,101.00",74,86,62,
"45,102.00",75.5,84,67,
"45,103.00",70,74,66,
"45,104.00",66,73,59,
"45,105.00",65,75,55,
"45,106.00",75.5,85,66,
"45,107.00",80,91,69,
"45,108.00",77.5,84,71,
"45,109.00",71,76,66,
"45,110.00",73.5,83,64,
"45,111.00",80.5,90,71,
"45,112.00",80,91,69,
"45,113.00",69.5,76,63,
"45,114.00",69.5,76,63,
"45,115.00",69.5,76,63,
"45,116.00",68.5,75,62,
"45,117.00",77.5,89,66,
"45,118.00",69.5,75,64,
"45,119.00",67,73,61,
"45,120.00",66.5,74,59,
"45,121.00",79.5,91,68,
"45,122.00",78.5,86,71,
"45,123.00",75,82,68,
"45,124.00",72,80,64,
"45,125.00",69.5,77,62,
"45,126.00",73.5,84,63,
"45,127.00",76.5,85,68,
"45,128.00",72.5,82,63,
"45,129.00",74.5,83,66,
"45,130.00",73,82,64,
"45,131.00",77,84,70,
"45,132.00",80.5,91,70,
"45,133.00",78,85,71,
"45,134.00",77.5,88,67,
"45,135.00",79,90,68,
"45,136.00",74,79,69,
"45,137.00",71,77,65,
"45,138.00",72,81,63,
"45,139.00",74.5,85,64,
"45,140.00",77,86,68,
"45,141.00",79.5,89,70,
"45,142.00",75,81,69,
"45,143.00",72.5,78,67,
"45,144.00",72.5,77,68,
"45,145.00",72.5,79,66,
"45,146.00",75.5,86,65,
"45,147.00",74,82,66,
