Date,Daily Average Temperature (F),Daily Maximum Temperature (F),Daily Minimum Temperature (F)
9/27/16,57,63,51
9/28/16,56,62,50
9/29/16,62.5,66,59
9/30/16,61.5,64,59
10/1/16,61,63,59
10/2/16,60,65,55
10/3/16,60.5,68,53
10/4/16,64.5,69,60
10/5/16,65.5,77,54
10/6/16,61.5,70,53
10/7/16,60,71,49
10/8/16,52,62,42
10/9/16,54,61,47
10/10/16,56.5,68,45
10/11/16,65.5,73,58
10/12/16,57.5,68,47
10/13/16,47,55,39
10/14/16,51,63,39
10/15/16,61.5,71,52
10/16/16,66,72,60
10/17/16,71.5,80,63
10/18/16,65.5,76,55
10/19/16,60,69,51
10/20/16,50.5,55,46
10/21/16,45,52,38
10/22/16,50,62,38
10/23/16,56.5,72,41
10/24/16,46.5,54,39
10/25/16,46,55,37
10/26/16,49.5,53,46
10/27/16,46.5,50,43
10/28/16,54,66,42
10/29/16,62,70,54
10/30/16,46.5,54,39
10/31/16,48.5,59,38
11/1/16,68,77,59
11/2/16,57,64,50
11/3/16,54.5,65,44
11/4/16,51.5,62,41
11/5/16,58.5,70,47
11/6/16,57.5,70,45
11/7/16,54.5,67,42
11/8/16,52.5,59,46
11/9/16,49,59,39
11/10/16,54.5,66,43
11/11/16,45.5,54,37
11/12/16,42,52,32
11/13/16,50,59,41
11/14/16,50,59,41
11/15/16,48.5,54,43
11/16/16,48.5,55,42
11/17/16,61,72,50
11/18/16,54,68,40
11/19/16,33.5,40,27
11/20/16,30.5,36,25
11/21/16,30,36,24
11/22/16,34.5,43,26
11/23/16,43,45,41
11/24/16,40,43,37
11/25/16,38.5,41,36
11/26/16,40,48,32
11/27/16,39,45,33
11/28/16,46.5,51,42
11/29/16,47,54,40
11/30/16,38,43,33
12/1/16,40,43,37
12/2/16,36,39,33
12/3/16,32,34,30
12/4/16,32.5,37,28
12/5/16,35,37,33
12/6/16,34.5,41,28
12/7/16,25.5,29,22
12/8/16,22.5,26,19
12/9/16,24,28,20
12/10/16,21.5,25,18
12/11/16,27.5,33,22
12/12/16,21.5,30,13
12/13/16,10,15,5
12/14/16,11.5,20,3
12/15/16,6,12,0
12/16/16,15.5,23,8
12/17/16,19,23,15
12/18/16,5,16,-6
12/19/16,5,17,-7
12/20/16,24,31,17
12/21/16,29.5,35,24
12/22/16,33.5,40,27
12/23/16,31,36,26
12/24/16,35.5,38,33
12/25/16,36.5,38,35
12/26/16,37.5,49,26
12/27/16,22,27,17
12/28/16,31,44,18
12/29/16,33.5,36,31
12/30/16,31,37,25
12/31/16,31,38,24
1/1/17,30,41,19
1/2/17,32.5,41,24
1/3/17,28.5,39,18
1/4/17,11.5,18,5
1/5/17,6.5,12,1
1/6/17,4,8,0
1/7/17,8,15,1
1/8/17,11,19,3
1/9/17,25,31,19
1/10/17,36,50,22
1/11/17,30.5,40,21
1/12/17,22,26,18
1/13/17,18,26,10
1/14/17,28,36,20
1/15/17,26.5,38,15
1/16/17,30,37,23
1/17/17,38,40,36
1/18/17,36.5,39,34
1/19/17,35.5,38,33
1/20/17,38,39,37
1/21/17,47,56,38
1/22/17,42,46,38
1/23/17,41,44,38
1/24/17,36.5,39,34
1/25/17,36,38,34
1/26/17,33.5,36,31
1/27/17,28,32,24
1/28/17,26.5,31,22
1/29/17,24,29,19
1/30/17,21.5,30,13
1/31/17,33.5,38,29
2/1/17,26.5,36,17
2/2/17,15.5,20,11
2/3/17,18,24,12
2/4/17,22.5,33,12
2/5/17,29.5,38,21
2/6/17,30.5,42,19
2/7/17,34.5,39,30
2/8/17,22,30,14
2/9/17,16,22,10
2/10/17,31.5,42,21
2/11/17,40,45,35
2/12/17,39,45,33
2/13/17,37.5,46,29
2/14/17,41,49,33
2/15/17,30.5,35,26
2/16/17,33.5,38,29
2/17/17,46,64,28
2/18/17,54.5,67,42
2/19/17,46,58,34
2/20/17,47,59,35
2/21/17,55.5,66,45
2/22/17,55.5,71,40
2/23/17,46,57,35
2/24/17,33.5,39,28
2/25/17,24,28,20
2/26/17,33.5,45,22
2/27/17,35,47,23
2/28/17,49,57,41
3/1/17,34.5,42,27
3/2/17,28,33,23
3/3/17,23,30,16
3/4/17,31,35,27
3/5/17,43.5,53,34
3/6/17,57.5,65,50
3/7/17,53,65,41
3/8/17,42.5,49,36
3/9/17,36,40,32
3/10/17,25.5,32,19
3/11/17,21.5,29,14
3/12/17,23.5,30,17
3/13/17,26.5,30,23
3/14/17,21,26,16
3/15/17,24.5,33,16
3/16/17,29.5,37,22
3/17/17,37.5,41,34
3/18/17,39.5,43,36
3/19/17,40.5,46,35
3/20/17,48,56,40
3/21/17,39,49,29
3/22/17,29,34,24
3/23/17,35.5,45,26
3/24/17,51.5,65,38
3/25/17,38,39,37
3/26/17,42.5,46,39
3/27/17,42,46,38
3/28/17,38.5,43,34
3/29/17,38,44,32
3/30/17,38.5,40,37
3/31/17,40,45,35
4/1/17,46.5,59,34
4/2/17,49,57,41
4/3/17,45.5,49,42
4/4/17,50,57,43
4/5/17,40.5,43,38
4/6/17,45,52,38
4/7/17,44,52,36
4/8/17,51.5,66,37
4/9/17,65.5,75,56
4/10/17,57,76,38
4/11/17,44.5,50,39
4/12/17,44.5,53,36
4/13/17,45,49,41
4/14/17,49,57,41
4/15/17,65.5,82,49
4/16/17,63.5,73,54
4/17/17,48,57,39
4/18/17,56.5,73,40
4/19/17,54,67,41
4/20/17,53.5,65,42
4/21/17,47.5,54,41
4/22/17,48,57,39
4/23/17,55,71,39
4/24/17,52.5,66,39
4/25/17,59,70,48
4/26/17,65.5,74,57
4/27/17,50.5,58,43
4/28/17,46.5,54,39
4/29/17,42,45,39
4/30/17,42,43,41
5/1/17,50,59,41
5/2/17,45.5,50,41
5/3/17,44,55,33
5/4/17,49,58,40
5/5/17,46.5,51,42
5/6/17,48,54,42
5/7/17,45,53,37
5/8/17,42.5,49,36
5/9/17,48.5,53,44
5/10/17,53,62,44
5/11/17,54.5,63,46
5/12/17,53,59,47
5/13/17,63.5,80,47
5/14/17,52,57,47
5/15/17,57.5,68,47
5/16/17,71.5,87,56
5/17/17,72.5,84,61
5/18/17,59.5,75,44
5/19/17,44.5,48,41
5/20/17,50,54,46
5/21/17,56.5,63,50
5/22/17,58.5,67,50
5/23/17,56.5,66,47
5/24/17,53,59,47
5/25/17,59,66,52
5/26/17,56,62,50
5/27/17,61,72,50
5/28/17,67.5,76,59
5/29/17,64.5,74,55
5/30/17,62,71,53
5/31/17,63.5,74,53
6/1/17,62.5,77,48
6/2/17,70,82,58
6/3/17,72,83,61
6/4/17,78.5,89,68
6/5/17,62.5,71,54
6/6/17,61.5,68,55
6/7/17,62.5,74,51
6/8/17,67.5,81,54
6/9/17,68,77,59
6/10/17,74.5,90,59
6/11/17,83,92,74
6/12/17,80.5,94,67
6/13/17,67.5,76,59
6/14/17,73.5,87,60
6/15/17,80,91,69
6/16/17,79,86,72
6/17/17,76,86,66
6/18/17,73,79,67
6/19/17,69,78,60
6/20/17,65,74,56
6/21/17,65.5,74,57
6/22/17,76.5,87,66
6/23/17,73.5,82,65
6/24/17,65,74,56
6/25/17,62.5,72,53
6/26/17,61.5,69,54
6/27/17,65.5,77,54
6/28/17,66,75,57
6/29/17,73.5,81,66
6/30/17,74,81,67
7/1/17,74.5,83,66
7/2/17,71.5,83,60
7/3/17,66,73,59
7/4/17,68.5,77,60
7/5/17,72.5,82,63
7/6/17,80,91,69
7/7/17,73,85,61
7/8/17,66.5,74,59
7/9/17,74.5,85,64
7/10/17,76.5,84,69
7/11/17,73,80,66
7/12/17,77.5,85,70
7/13/17,74,81,67
7/14/17,66.5,71,62
7/15/17,71.5,81,62
7/16/17,65.5,73,58
7/17/17,64,73,55
7/18/17,74,87,61
7/19/17,73.5,80,67
7/20/17,77.5,85,70
7/21/17,74.5,83,66
7/22/17,74.5,81,68
7/23/17,76,86,66
7/24/17,66,71,61
7/25/17,68,78,58
7/26/17,76.5,85,68
7/27/17,73,78,68
7/28/17,71.5,77,66
7/29/17,69,76,62
7/30/17,71,82,60
7/31/17,75,84,66
8/1/17,76,86,66
8/2/17,75,82,68
8/3/17,70.5,79,62
8/4/17,62,68,56
8/5/17,70.5,81,60
8/6/17,69.5,76,63
8/7/17,68.5,74,63
8/8/17,73.5,83,64
8/9/17,74,82,66
8/10/17,75,84,66
8/11/17,71,77,65
8/12/17,67,75,59
8/13/17,67,77,57
8/14/17,69.5,77,62
8/15/17,70.5,76,65
8/16/17,70,78,62
8/17/17,75.5,82,69
8/18/17,74.5,80,69
8/19/17,74,83,65
8/20/17,74,85,63
8/21/17,76,84,68
8/22/17,72.5,80,65
8/23/17,68.5,76,61
8/24/17,63.5,70,57
8/25/17,61.5,70,53
8/26/17,65.5,75,56
8/27/17,69,75,63
8/28/17,70.5,76,65
8/29/17,67,73,61
8/30/17,71,83,59
8/31/17,63.5,69,58
9/1/17,61.5,66,57
9/2/17,61,73,49
9/3/17,70.5,83,58
9/4/17,69,77,61
9/5/17,60.5,67,54
9/6/17,56.5,64,49
9/7/17,60.5,67,54
9/8/17,60,65,55
9/9/17,61.5,68,55
9/10/17,59,68,50
9/11/17,60.5,72,49
9/12/17,63,75,51
9/13/17,65,74,56
9/14/17,69,76,62
9/15/17,72,83,61
9/16/17,76.5,87,66
9/17/17,70,83,57
9/18/17,62.5,71,54
9/19/17,68,75,61
9/20/17,72,86,58
9/21/17,77.5,85,70
9/22/17,81.5,95,68
9/23/17,82,91,73
9/24/17,79.5,91,68
9/25/17,77,87,67
9/26/17,78,91,65
9/27/17,62.5,70,55
9/28/17,62,73,51
9/29/17,61,67,55
9/30/17,56,63,49
10/1/17,58.5,69,48
10/2/17,70.5,78,63
10/3/17,74.5,82,67
10/4/17,64,74,54
10/5/17,57.5,67,48
10/6/17,62,68,56
10/7/17,69,78,60
10/8/17,67,78,56
10/9/17,64.5,77,52
10/10/17,55.5,59,52
10/11/17,57,59,55
10/12/17,57.5,59,56
10/13/17,62.5,67,58
10/14/17,62.5,67,58
10/15/17,57,68,46
10/16/17,53.5,62,45
10/17/17,61,73,49
10/18/17,61.5,73,50
10/19/17,60.5,68,53
10/20/17,66,80,52
10/21/17,68.5,76,61
10/22/17,60.5,69,52
10/23/17,52.5,55,50
10/24/17,47.5,52,43
10/25/17,46,53,39
10/26/17,46,57,35
10/27/17,46.5,55,38
10/28/17,39,42,36
10/29/17,41,47,35
10/30/17,42.5,49,36
10/31/17,38,41,35
11/1/17,40.5,46,35
11/2/17,46,50,42
11/3/17,42,48,36
11/4/17,46,48,44
11/5/17,45,53,37
11/6/17,38,44,32
11/7/17,38,45,31
11/8/17,36,46,26
11/9/17,30.5,42,19
11/10/17,24,32,16
11/11/17,31.5,36,27
11/12/17,37,40,34
11/13/17,37,44,30
11/14/17,38.5,49,28
11/15/17,43,50,36
11/16/17,37,39,35
11/17/17,40,44,36
11/18/17,39,43,35
11/19/17,32,36,28
11/20/17,41,52,30
11/21/17,36,46,26
11/22/17,27.5,34,21
11/23/17,38.5,45,32
11/24/17,50,65,35
11/25/17,43,53,33
11/26/17,38.5,50,27
11/27/17,44,56,32
11/28/17,51.5,59,44
11/29/17,39,45,33
11/30/17,46,53,39
12/1/17,40,52,28
12/2/17,45.5,53,38
12/3/17,41.5,56,27
12/4/17,55.5,64,47
12/5/17,36.5,47,26
12/6/17,28.5,35,22
12/7/17,23.5,27,20
12/8/17,26.5,34,19
12/9/17,24.5,31,18
12/10/17,24,29,19
12/11/17,27,35,19
12/12/17,21.5,26,17
12/13/17,26.5,33,20
12/14/17,19.5,25,14
12/15/17,27,32,22
12/16/17,36,41,31
12/17/17,35,36,34
12/18/17,38,42,34
12/19/17,41,49,33
12/20/17,29.5,33,26
12/21/17,34,40,28
12/22/17,34,37,31
12/23/17,23.5,31,16
12/24/17,19,22,16
12/25/17,11.5,21,2
12/26/17,1.5,6,-3
12/27/17,1.5,7,-4
12/28/17,6.5,13,0
12/29/17,11,15,7
12/30/17,5.5,13,-2
12/31/17,5,14,-4
1/1/18,-0.5,6,-7
1/2/18,5,13,-3
1/3/18,11.5,17,6
1/4/18,6,12,0
1/5/18,6,12,0
1/6/18,6.5,14,-1
1/7/18,22,33,11
1/8/18,37.5,45,30
1/9/18,33,40,26
1/10/18,42.5,54,31
1/11/18,41,59,23
1/12/18,18,25,11
1/13/18,9.5,15,4
1/14/18,10.5,20,1
1/15/18,23.5,28,19
1/16/18,19.5,25,14
1/17/18,15,25,5
1/18/18,26.5,34,19
1/19/18,35.5,43,28
1/20/18,43,52,34
1/21/18,34,40,28
1/22/18,38,41,35
1/23/18,31,34,28
1/24/18,26.5,29,24
1/25/18,29.5,36,23
1/26/18,38,49,27
1/27/18,42.5,48,37
1/28/18,33,40,26
1/29/18,21.5,26,17
1/30/18,22,31,13
1/31/18,36,41,31
2/1/18,21,36,6
2/2/18,12,20,4
2/3/18,28.5,37,20
2/4/18,17.5,32,3
2/5/18,4.5,13,-4
2/6/18,14,20,8
2/7/18,13.5,19,8
2/8/18,13.5,22,5
2/9/18,18.5,24,13
2/10/18,17,22,12
2/11/18,20.5,25,16
2/12/18,16,23,9
2/13/18,21.5,33,10
2/14/18,34,44,24
2/15/18,40.5,47,34
2/16/18,27,35,19
2/17/18,25.5,33,18
2/18/18,30,39,21
2/19/18,38,43,33
2/20/18,42,53,31
2/21/18,27.5,31,24
2/22/18,32.5,37,28
2/23/18,37.5,42,33
2/24/18,34,38,30
2/25/18,37,42,32
2/26/18,40.5,52,29
2/27/18,48.5,60,37
2/28/18,42.5,50,35
3/1/18,38.5,45,32
3/2/18,37,46,28
3/3/18,35,40,30
3/4/18,35.5,41,30
3/5/18,34,37,31
3/6/18,33,37,29
3/7/18,26.5,30,23
3/8/18,26.5,33,20
3/9/18,31.5,37,26
3/10/18,32,40,24
3/11/18,31,38,24
3/12/18,39,46,32
3/13/18,29.5,35,24
3/14/18,35.5,48,23
3/15/18,35,42,28
3/16/18,28.5,34,23
3/17/18,34.5,44,25
3/18/18,46,59,33
3/19/18,36.5,41,32
3/20/18,31.5,34,29
3/21/18,32.5,37,28
3/22/18,34,43,25
3/23/18,32.5,40,25
3/24/18,35,39,31
3/25/18,33,38,28
3/26/18,39,46,32
3/27/18,41.5,48,35
3/28/18,39.5,49,30
3/29/18,41.5,50,33
3/30/18,37.5,42,33
3/31/18,40,51,29
4/1/18,29.5,37,22
4/2/18,31,39,23
4/3/18,32.5,37,28
4/4/18,29.5,35,24
4/5/18,32.5,45,20
4/6/18,30.5,37,24
4/7/18,27.5,36,19
4/8/18,30,37,23
4/9/18,33,37,29
4/10/18,38,46,30
4/11/18,48,58,38
4/12/18,50.5,63,38
4/13/18,38.5,40,37
4/14/18,34.5,37,32
4/15/18,31,34,28
4/16/18,31,35,27
4/17/18,33.5,39,28
4/18/18,34.5,36,33
4/19/18,40.5,50,31
4/20/18,41.5,53,30
4/21/18,43.5,56,31
4/22/18,45,57,33
4/23/18,48.5,59,38
4/24/18,52,61,43
4/25/18,43,50,36
4/26/18,50.5,66,35
4/27/18,45.5,52,39
4/28/18,41,47,35
4/29/18,41,51,31
4/30/18,58,79,37
5/1/18,72,84,60
5/2/18,74.5,86,63
5/3/18,53,63,43
5/4/18,62.5,76,49
5/5/18,66,81,51
5/6/18,54,60,48
5/7/18,56.5,67,46
5/8/18,70,82,58
5/9/18,61,73,49
5/10/18,56.5,71,42
5/11/18,40,42,38
5/12/18,43.5,47,40
5/13/18,51,61,41
5/14/18,65.5,76,55
5/15/18,59.5,70,49
5/16/18,59.5,76,43
5/17/18,57,65,49
5/18/18,52.5,59,46
5/19/18,57,67,47
5/20/18,46,49,43
5/21/18,49.5,54,45
5/22/18,57,66,48
5/23/18,63,76,50
5/24/18,67.5,80,55
5/25/18,76.5,88,65
5/26/18,77,86,68
5/27/18,81.5,95,68
5/28/18,74,87,61
5/29/18,66.5,73,60
5/30/18,71,80,62
5/31/18,78.5,89,68
6/1/18,61.5,73,50
6/2/18,55.5,63,48
6/3/18,62,71,53
6/4/18,68.5,81,56
6/5/18,58,68,48
6/6/18,59,71,47
6/7/18,66,76,56
6/8/18,59.5,64,55
6/9/18,59.5,63,56
6/10/18,57.5,60,55
6/11/18,60.5,65,56
6/12/18,67,75,59
6/13/18,74.5,82,67
6/14/18,68.5,78,59
6/15/18,66,75,57
6/16/18,74,84,64
6/17/18,84.5,93,76
6/18/18,76.5,92,61
6/19/18,60.5,64,57
6/20/18,64,69,59
6/21/18,63,68,58
6/22/18,61.5,65,58
6/23/18,65,75,55
6/24/18,65.5,72,59
6/25/18,63.5,69,58
6/26/18,67,72,62
6/27/18,68.5,74,63
6/28/18,74.5,83,66
6/29/18,81,95,67
6/30/18,86.5,95,78
7/1/18,83.5,94,73
7/2/18,73,81,65
7/3/18,73.5,85,62
7/4/18,80,90,70
7/5/18,80.5,89,72
7/6/18,66,72,60
7/7/18,69,80,58
7/8/18,73,85,61
7/9/18,78.5,91,66
7/10/18,77,84,70
7/11/18,73,79,67
7/12/18,76.5,87,66
7/13/18,82.5,92,73
7/14/18,79,85,73
7/15/18,77.5,84,71
7/16/18,82,89,75
7/17/18,70,77,63
7/18/18,68.5,76,61
7/19/18,71.5,81,62
7/20/18,72.5,77,68
7/21/18,72,77,67
7/22/18,70,73,67
7/23/18,70,75,65
7/24/18,74.5,84,65
7/25/18,77,87,67
7/26/18,71,77,65
7/27/18,69.5,77,62
7/28/18,69.5,78,61
7/29/18,71.5,80,63
7/30/18,69.5,79,60
7/31/18,70.5,77,64
8/1/18,75,85,65
8/2/18,72.5,79,66
8/3/18,70.5,76,65
8/4/18,80.5,94,67
8/5/18,83.5,91,76
8/6/18,74.5,81,68
8/7/18,71,75,67
8/8/18,73.5,83,64
8/9/18,77.5,87,68
8/10/18,72,79,65
8/11/18,74.5,85,64
8/12/18,75,84,66
8/13/18,74.5,84,65
8/14/18,80.5,88,73
8/15/18,77.5,84,71
8/16/18,76.5,81,72
8/17/18,75,79,71
8/18/18,71,76,66
8/19/18,71.5,79,64
8/20/18,74,79,69
8/21/18,70,77,63
8/22/18,69,79,59
8/23/18,70.5,81,60
8/24/18,67,70,64
8/25/18,75.5,85,66
8/26/18,75.5,84,67
8/27/18,80.5,89,72
8/28/18,77.5,87,68
8/29/18,67.5,73,62
8/30/18,63.5,69,58
8/31/18,67.5,78,57
9/1/18,77,82,72
9/2/18,78.5,88,69
9/3/18,72,78,66
9/4/18,80.5,90,71
9/5/18,75.5,86,65
9/6/18,63.5,69,58
9/7/18,63.5,69,58
9/8/18,65.5,70,61
9/9/18,62,66,58
9/10/18,64.5,71,58
9/11/18,66,75,57
9/12/18,70,78,62
9/13/18,66,74,58
9/14/18,70.5,81,60
9/15/18,70,79,61
9/16/18,71.5,79,64
9/17/18,79,91,67
9/18/18,67.5,72,63
9/19/18,64,68,60
9/20/18,75,83,67
9/21/18,66.5,82,51
9/22/18,55,62,48
9/23/18,57,67,47
9/24/18,64.5,69,60
9/25/18,70,82,58
9/26/18,58.5,67,50
9/27/18,58.5,70,47
9/28/18,53.5,61,46
9/29/18,49.5,58,41
9/30/18,52.5,57,48
10/1/18,57.5,62,53
10/2/18,57,60,54
10/3/18,72.5,86,59
10/4/18,62,74,50
10/5/18,58,62,54
10/6/18,59.5,63,56
10/7/18,56.5,60,53
10/8/18,72,84,60
10/9/18,76,84,68
10/10/18,61.5,72,51
10/11/18,46.5,51,42
10/12/18,40,45,35
10/13/18,43,54,32
10/14/18,47.5,56,39
10/15/18,41.5,47,36
10/16/18,47,60,34
10/17/18,43,50,36
10/18/18,44.5,58,31
10/19/18,52,58,46
10/20/18,43,51,35
10/21/18,39,50,28
10/22/18,50,64,36
10/23/18,44,52,36
10/24/18,44,52,36
10/25/18,42,50,34
10/26/18,48,50,46
10/27/18,46.5,51,42
10/28/18,47.5,51,44
10/29/18,49,55,43
10/30/18,55,62,48
10/31/18,52.5,59,46
11/1/18,45.5,50,41
11/2/18,42.5,48,37
11/3/18,39.5,47,32
11/4/18,48.5,53,44
11/5/18,47.5,51,44
11/6/18,44.5,51,38
11/7/18,38,41,35
11/8/18,35,37,33
11/9/18,29,37,21
11/10/18,26.5,32,21
11/11/18,34.5,40,29
11/12/18,30,36,24
11/13/18,23,27,19
11/14/18,24.5,32,17
11/15/18,32,39,25
11/16/18,35,40,30
11/17/18,32.5,35,30
11/18/18,31,37,25
11/19/18,29,34,24
11/20/18,30.5,35,26
11/21/18,30.5,33,28
11/22/18,34,38,30
11/23/18,41.5,48,35
11/24/18,44.5,47,42
11/25/18,38,42,34
11/26/18,29.5,34,25
11/27/18,23.5,26,21
11/28/18,22.5,27,18
11/29/18,30,35,25
11/30/18,31,37,25
12/1/18,38.5,40,37
12/2/18,37.5,41,34
12/3/18,32.5,35,30
12/4/18,30.5,32,29
12/5/18,28.5,32,25
12/6/18,25.5,32,19
12/7/18,20,24,16
12/8/18,23.5,31,16
12/9/18,21,28,14
12/10/18,28,37,19
12/11/18,29,34,24
12/12/18,35,40,30
12/13/18,33.5,42,25
12/14/18,35,44,26
12/15/18,35,44,26
12/16/18,35.5,50,21
12/17/18,34,42,26
12/18/18,32.5,45,20
12/19/18,39.5,47,32
12/20/18,41,44,38
12/21/18,33.5,38,29
12/22/18,29.5,32,27
12/23/18,34.5,40,29
12/24/18,27.5,33,22
12/25/18,30.5,38,23
12/26/18,36.5,41,32
12/27/18,46,52,40
12/28/18,40,52,28
12/29/18,24.5,28,21
12/30/18,27,34,20
12/31/18,33.5,39,28
1/1/19,29,34,24
1/2/19,27.5,31,24
1/3/19,31,40,22
1/4/19,39.5,50,29
1/5/19,42.5,56,29
1/6/19,34.5,40,29
1/7/19,44.5,51,38
1/8/19,35,46,24
1/9/19,20,24,16
1/10/19,21,27,15
1/11/19,28,33,23
1/12/19,31.5,33,30
1/13/19,27,32,22
1/14/19,29,32,26
1/15/19,30.5,34,27
1/16/19,30,35,25
1/17/19,31,36,26
1/18/19,26.5,31,22
1/19/19,18.5,26,11
1/20/19,9,13,5
1/21/19,13,22,4
1/22/19,25.5,29,22
1/23/19,23,28,18
1/24/19,15,26,4
1/25/19,0,4,-4
1/26/19,1,9,-7
1/27/19,5,12,-2
1/28/19,17,29,5
1/29/19,-1.5,7,-10
1/30/19,-15,-10,-20
1/31/19,-12.5,-2,-23
2/1/19,8,18,-2
2/2/19,27.5,41,14
2/3/19,40.5,43,38
2/4/19,39,48,30
2/5/19,29,33,25
2/6/19,32.5,34,31
2/7/19,24,37,11
2/8/19,9.5,14,5
2/9/19,12,21,3
2/10/19,25.5,30,21
2/11/19,29.5,31,28
2/12/19,29,34,24
2/13/19,23.5,28,19
2/14/19,32,43,21
2/15/19,18,28,8
2/16/19,20.5,29,12
2/17/19,27,28,26
2/18/19,23,30,16
2/19/19,16.5,30,3
2/20/19,27,36,18
2/21/19,28,34,22
2/22/19,26,35,17
2/23/19,36,39,33
2/24/19,27,42,12
2/25/19,10.5,16,5
2/26/19,17.5,24,11
2/27/19,20,27,13
2/28/19,17,24,10
3/1/19,25.5,30,21
3/2/19,26.5,29,24
3/3/19,14,24,4
3/4/19,3,11,-5
3/5/19,13,20,6
3/6/19,16.5,26,7
3/7/19,18,24,12
3/8/19,25,34,16
3/9/19,30.5,37,24
3/10/19,33,37,29
3/11/19,32,38,26
3/12/19,32.5,44,21
3/13/19,43.5,49,38
3/14/19,48.5,57,40
3/15/19,38,41,35
3/16/19,34.5,42,27
3/17/19,35,43,27
3/18/19,36.5,44,29
3/19/19,39.5,50,29
3/20/19,40,46,34
3/21/19,42.5,49,36
3/22/19,35,42,28
3/23/19,39,53,25
3/24/19,45,57,33
3/25/19,32,38,26
3/26/19,33,43,23
3/27/19,46,61,31
3/28/19,50.5,61,40
3/29/19,41,46,36
3/30/19,37,47,27
3/31/19,32,40,24
4/1/19,37,50,24
4/2/19,44.5,50,39
4/3/19,46.5,58,35
4/4/19,42,46,38
4/5/19,44,51,37
4/6/19,48,55,41
4/7/19,50,60,40
4/8/19,62,73,51
4/9/19,51,66,36
4/10/19,35.5,38,33
4/11/19,38,42,34
4/12/19,42.5,47,38
4/13/19,40.5,46,35
4/14/19,35,38,32
4/15/19,41,51,31
4/16/19,49.5,59,40
4/17/19,54.5,68,41
4/18/19,55.5,67,44
4/19/19,43.5,47,40
4/20/19,50.5,60,41
4/21/19,59.5,74,45
4/22/19,60,76,44
4/23/19,49.5,58,41
4/24/19,50,61,39
4/25/19,52,63,41
4/26/19,51,62,40
4/27/19,36,41,31
4/28/19,40.5,49,32
4/29/19,42.5,46,39
4/30/19,40.5,42,39
5/1/19,45,51,39
5/2/19,41,43,39
5/3/19,45,51,39
5/4/19,48.5,60,37
5/5/19,62.5,75,50
5/6/19,52,60,44
5/7/19,42.5,45,40
5/8/19,47,53,41
5/9/19,57.5,69,46
5/10/19,45.5,52,39
5/11/19,45.5,50,41
5/12/19,46,51,41
5/13/19,46.5,57,36
5/14/19,58,70,46
5/15/19,64,74,54
5/16/19,63.5,77,50
5/17/19,47,51,43
5/18/19,50.5,59,42
5/19/19,58.5,75,42
5/20/19,49,54,44
5/21/19,49,54,44
5/22/19,64.5,82,47
5/23/19,65,76,54
5/24/19,56.5,62,51
5/25/19,70,83,57
5/26/19,61.5,71,52
5/27/19,56.5,65,48
5/28/19,52.5,57,48
5/29/19,58,68,48
5/30/19,66,78,54
5/31/19,68,85,51
6/1/19,61,73,49
6/2/19,57,67,47
6/3/19,52.5,60,45
6/4/19,64.5,79,50
6/5/19,68,82,54
6/6/19,59,65,53
6/7/19,62,71,53
6/8/19,60.5,68,53
6/9/19,61,66,56
6/10/19,66,75,57
6/11/19,66.5,80,53
6/12/19,58.5,66,51
6/13/19,60.5,70,51
6/14/19,66,80,52
6/15/19,64.5,77,52
6/16/19,54,57,51
6/17/19,58,64,52
6/18/19,62.5,74,51
6/19/19,59,66,52
6/20/19,59,65,53
6/21/19,59.5,67,52
6/22/19,64,73,55
6/23/19,65.5,71,60
6/24/19,71,79,63
6/25/19,72,83,61
6/26/19,76,85,67
6/27/19,73.5,83,64
6/28/19,73.5,80,67
6/29/19,74,83,65
6/30/19,72.5,77,68
7/1/19,76.5,86,67
7/2/19,81.5,93,70
7/3/19,73,79,67
7/4/19,78,89,67
7/5/19,82,92,72
7/6/19,69,74,64
7/7/19,66.5,73,60
7/8/19,65,73,57
7/9/19,70,82,58
7/10/19,83.5,94,73
7/11/19,69.5,78,61
7/12/19,72.5,87,58
7/13/19,80,91,69
7/14/19,72.5,80,65
7/15/19,82,93,71
7/16/19,78.5,85,72
7/17/19,79,84,74
7/18/19,79.5,87,72
7/19/19,83,93,73
7/20/19,80,93,67
7/21/19,72.5,79,66
7/22/19,68,73,63
7/23/19,69,76,62
7/24/19,69,79,59
7/25/19,76,85,67
7/26/19,75,83,67
7/27/19,81.5,90,73
7/28/19,81.5,90,73
7/29/19,79.5,86,73
7/30/19,68,74,62
7/31/19,65.5,72,59
8/1/19,65,75,55
8/2/19,69,80,58
8/3/19,75.5,86,65
8/4/19,73,81,65
8/5/19,78.5,90,67
8/6/19,73.5,80,67
8/7/19,76,87,65
8/8/19,75,82,68
8/9/19,72,81,63
8/10/19,74,81,67
8/11/19,74.5,79,70
8/12/19,73.5,79,68
8/13/19,73.5,79,68
8/14/19,69.5,74,65
8/15/19,69,76,62
8/16/19,72,82,62
8/17/19,72.5,82,63
8/18/19,75,81,69
8/19/19,73.5,80,67
8/20/19,75,81,69
8/21/19,76.5,85,68
8/22/19,69,74,64
8/23/19,68.5,73,64
8/24/19,65.5,73,58
8/25/19,69.5,75,64
8/26/19,69.5,73,66
8/27/19,71.5,81,62
8/28/19,67,75,59
8/29/19,71.5,86,57
8/30/19,65,73,57
8/31/19,62.5,72,53
9/1/19,66.5,70,63
