Date,Daily Average Temperature (F),Daily Maximum Temperature (F),Daily Minimum Temperature (F)
12/7/02,33,38,28
12/8/02,22,29,15
12/9/02,20,29,11
12/10/02,36,45,27
12/11/02,33,45,21
12/12/02,33.5,40,27
12/13/02,36.5,41,32
12/14/02,35,40,30
12/15/02,35,42,28
12/16/02,29,32,26
12/17/02,34.5,38,31
12/18/02,44,51,37
12/19/02,44,53,35
12/20/02,32,35,29
12/21/02,30.5,34,27
12/22/02,28,31,25
12/23/02,27.5,33,22
12/24/02,25,30,20
12/25/02,27,30,24
12/26/02,28,36,20
12/27/02,29.5,39,20
12/28/02,34,39,29
12/29/02,31,39,23
12/30/02,46,56,36
12/31/02,31.5,37,26
1/1/03,28.5,32,25
1/2/03,26.5,30,23
1/3/03,25.5,34,17
1/4/03,25.5,36,15
1/5/03,31,34,28
1/6/03,29,32,26
1/7/03,37.5,47,28
1/8/03,47,54,40
1/9/03,34.5,46,23
1/10/03,18.5,24,13
1/11/03,12.5,17,8
1/12/03,21.5,33,10
1/13/03,22,32,12
1/14/03,14.5,19,10
1/15/03,14.5,23,6
1/16/03,20,27,13
1/17/03,14.5,21,8
1/18/03,15.5,23,8
1/19/03,15,26,4
1/20/03,12,16,8
1/21/03,9.5,16,3
1/22/03,7,13,1
1/23/03,3,11,-5
1/24/03,9,16,2
1/25/03,21.5,30,13
1/26/03,7.5,13,2
1/27/03,9,20,-2
1/28/03,24,29,19
1/29/03,17.5,25,10
1/30/03,22,31,13
1/31/03,31.5,36,27
2/1/03,32,34,30
2/2/03,34,36,32
2/3/03,32.5,36,29
2/4/03,19,30,8
2/5/03,14,23,5
2/6/03,20,27,13
2/7/03,11.5,17,6
2/8/03,18,26,10
2/9/03,11.5,21,2
2/10/03,14.5,24,5
2/11/03,15,27,3
2/12/03,9,16,2
2/13/03,17.5,26,9
2/14/03,20,30,10
2/15/03,21,25,17
2/16/03,20,25,15
2/17/03,24.5,27,22
2/18/03,32.5,40,25
2/19/03,31,41,21
2/20/03,39.5,52,27
2/21/03,39.5,51,28
2/22/03,24.5,33,16
2/23/03,15.5,22,9
2/24/03,12,19,5
2/25/03,8,16,0
2/26/03,16,26,6
2/27/03,23.5,32,15
2/28/03,25.5,38,13
3/1/03,30.5,40,21
3/2/03,20,31,9
3/3/03,19,29,9
3/4/03,24.5,31,18
3/5/03,17.5,21,14
3/6/03,21,26,16
3/7/03,28.5,35,22
3/8/03,20.5,31,10
3/9/03,8,13,3
3/10/03,8,16,0
3/11/03,25.5,39,12
3/12/03,32,36,28
3/13/03,26,31,21
3/14/03,35,50,20
3/15/03,46,61,31
3/16/03,51,66,36
3/17/03,52.5,68,37
3/18/03,37.5,40,35
3/19/03,36.5,39,34
3/20/03,46.5,55,38
3/21/03,42.5,47,38
3/22/03,42.5,48,37
3/23/03,50,61,39
3/24/03,58,68,48
3/25/03,47,56,38
3/26/03,40.5,50,31
3/27/03,42,47,37
3/28/03,44,53,35
3/29/03,31.5,35,28
3/30/03,33,42,24
3/31/03,35,44,26
4/1/03,51.5,66,37
4/2/03,39.5,43,36
4/3/03,35.5,38,33
4/4/03,31,34,28
4/5/03,26.5,31,22
4/6/03,28.5,34,23
4/7/03,30,32,28
4/8/03,30.5,34,27
4/9/03,33,43,23
4/10/03,41,57,25
4/11/03,50,62,38
4/12/03,41,46,36
4/13/03,45.5,57,34
4/14/03,66,85,47
4/15/03,63,86,40
4/16/03,40,43,37
4/17/03,37.5,40,35
4/18/03,37.5,40,35
4/19/03,51.5,67,36
4/20/03,56.5,66,47
4/21/03,44.5,49,40
4/22/03,39.5,45,34
4/23/03,39.5,46,33
4/24/03,41,52,30
4/25/03,44,49,39
4/26/03,43.5,51,36
4/27/03,56.5,76,37
4/28/03,60.5,75,46
4/29/03,47.5,54,41
4/30/03,44,48,40
5/1/03,45,51,39
5/2/03,43.5,48,39
5/3/03,44,52,36
5/4/03,45,54,36
5/5/03,53,62,44
5/6/03,54,65,43
5/7/03,44,48,40
5/8/03,49,55,43
5/9/03,63,81,45
5/10/03,53.5,63,44
5/11/03,54,61,47
5/12/03,55,64,46
5/13/03,56,68,44
5/14/03,49.5,56,43
5/15/03,51,58,44
5/16/03,51,57,45
5/17/03,51,57,45
5/18/03,52.5,59,46
5/19/03,56.5,63,50
5/20/03,54,64,44
5/21/03,45.5,52,39
5/22/03,48,58,38
5/23/03,51.5,57,46
5/24/03,57,64,50
5/25/03,52,63,41
5/26/03,56.5,64,49
5/27/03,59.5,71,48
5/28/03,62,68,56
5/29/03,57.5,66,49
5/30/03,61.5,72,51
5/31/03,47,52,42
6/1/03,48.5,60,37
6/2/03,55,64,46
6/3/03,57,64,50
6/4/03,56,63,49
6/5/03,64.5,77,52
6/6/03,60.5,69,52
6/7/03,59,69,49
6/8/03,56.5,64,49
6/9/03,62.5,72,53
6/10/03,63.5,74,53
6/11/03,52,57,47
6/12/03,57,66,48
6/13/03,60.5,70,51
6/14/03,62,70,54
6/15/03,61,66,56
6/16/03,59,67,51
6/17/03,64,75,53
6/18/03,70.5,85,56
6/19/03,55.5,59,52
6/20/03,58.5,70,47
6/21/03,62,75,49
6/22/03,71,84,58
6/23/03,72.5,88,57
6/24/03,81,93,69
6/25/03,81.5,93,70
6/26/03,67.5,74,61
6/27/03,69.5,82,57
6/28/03,60.5,67,54
6/29/03,70.5,80,61
6/30/03,71.5,81,62
7/1/03,71,83,59
7/2/03,71.5,85,58
7/3/03,78.5,90,67
7/4/03,80.5,92,69
7/5/03,75.5,84,67
7/6/03,74.5,83,66
7/7/03,74.5,85,64
7/8/03,68.5,75,62
7/9/03,64,69,59
7/10/03,70.5,79,62
7/11/03,67,73,61
7/12/03,66.5,77,56
7/13/03,70,80,60
7/14/03,71,81,61
7/15/03,72.5,83,62
7/16/03,71.5,81,62
7/17/03,73,85,61
7/18/03,62.5,68,57
7/19/03,67,81,53
7/20/03,73.5,82,65
7/21/03,69,76,62
7/22/03,64.5,68,61
7/23/03,64,70,58
7/24/03,66.5,77,56
7/25/03,72.5,85,60
7/26/03,78,85,71
7/27/03,71.5,80,63
7/28/03,63,69,57
7/29/03,66.5,79,54
7/30/03,72,83,61
7/31/03,75.5,87,64
8/1/03,75,86,64
8/2/03,74,85,63
8/3/03,71.5,80,63
8/4/03,66.5,71,62
8/5/03,70.5,77,64
8/6/03,74,80,68
8/7/03,70.5,77,64
8/8/03,68.5,72,65
8/9/03,69,77,61
8/10/03,72.5,84,61
8/11/03,68.5,70,67
8/12/03,69.5,74,65
8/13/03,71,78,64
8/14/03,75,84,66
8/15/03,80.5,89,72
8/16/03,81,92,70
8/17/03,73,81,65
8/18/03,73,83,63
8/19/03,73,83,63
8/20/03,77,88,66
8/21/03,84.5,96,73
8/22/03,72,79,65
8/23/03,69.5,76,63
8/24/03,76.5,90,63
8/25/03,81.5,92,71
8/26/03,82.5,93,72
8/27/03,69,75,63
8/28/03,76.5,91,62
8/29/03,74.5,83,66
8/30/03,66.5,71,62
8/31/03,65,71,59
9/1/03,65.5,71,60
9/2/03,63.5,73,54
9/3/03,72,84,60
9/4/03,61.5,69,54
9/5/03,62,73,51
9/6/03,71,85,57
9/7/03,72,79,65
9/8/03,74.5,83,66
9/9/03,70.5,78,63
9/10/03,69.5,76,63
9/11/03,73.5,80,67
9/12/03,70,76,64
9/13/03,71.5,75,68
9/14/03,66,71,61
9/15/03,63.5,72,55
9/16/03,66.5,82,51
9/17/03,68.5,79,58
9/18/03,68,76,60
9/19/03,58,66,50
9/20/03,53.5,64,43
9/21/03,58.5,70,47
9/22/03,60,67,53
9/23/03,58,68,48
9/24/03,64,76,52
9/25/03,50.5,56,45
9/26/03,57.5,65,50
9/27/03,51.5,57,46
9/28/03,49.5,55,44
9/29/03,48.5,58,39
9/30/03,47,55,39
10/1/03,43,50,36
10/2/03,41.5,51,32
10/3/03,49,55,43
10/4/03,47,55,39
10/5/03,43,49,37
10/6/03,45,57,33
10/7/03,60.5,80,41
10/8/03,70.5,82,59
10/9/03,63.5,73,54
10/10/03,61.5,73,50
10/11/03,62.5,73,52
10/12/03,56,67,45
10/13/03,59,72,46
10/14/03,51.5,57,46
10/15/03,52,62,42
10/16/03,45,51,39
10/17/03,47.5,57,38
10/18/03,58,69,47
10/19/03,50.5,57,44
10/20/03,63.5,83,44
10/21/03,56,67,45
10/22/03,44,48,40
10/23/03,43.5,51,36
10/24/03,44,56,32
10/25/03,52,60,44
10/26/03,39.5,44,35
10/27/03,40,45,35
10/28/03,45,52,38
10/29/03,44,49,39
10/30/03,54,66,42
10/31/03,56,65,47
11/1/03,44,47,41
11/2/03,45.5,47,44
11/3/03,44.5,46,43
11/4/03,55,67,43
11/5/03,39,43,35
11/6/03,34.5,40,29
11/7/03,30.5,39,22
11/8/03,25,32,18
11/9/03,29.5,40,19
11/10/03,38,48,28
11/11/03,46.5,53,40
11/12/03,46.5,59,34
11/13/03,33.5,38,29
11/14/03,42,54,30
11/15/03,40.5,42,39
11/16/03,43,45,41
11/17/03,44.5,52,37
11/18/03,52,58,46
11/19/03,46,54,38
11/20/03,49,64,34
11/21/03,44.5,52,37
11/22/03,42.5,44,41
11/23/03,47.5,63,32
11/24/03,26,32,20
11/25/03,32.5,42,23
11/26/03,36,42,30
11/27/03,38,43,33
11/28/03,30,33,27
11/29/03,30,37,23
11/30/03,45,55,35
12/1/03,34,40,28
12/2/03,28.5,34,23
12/3/03,34,39,29
12/4/03,36.5,40,33
12/5/03,36.5,42,31
12/6/03,31.5,35,28
12/7/03,31.5,39,24
12/8/03,39,42,36
12/9/03,40.5,42,39
12/10/03,33.5,41,26
12/11/03,18,26,10
12/12/03,14.5,21,8
12/13/03,21,32,10
12/14/03,28,31,25
12/15/03,30.5,37,24
12/16/03,33,41,25
12/17/03,24,26,22
12/18/03,23.5,28,19
12/19/03,22.5,28,17
12/20/03,22,31,13
12/21/03,36.5,47,26
12/22/03,40.5,45,36
12/23/03,32,38,26
12/24/03,22,28,16
12/25/03,26,34,18
12/26/03,30,43,17
12/27/03,37.5,44,31
12/28/03,45,49,41
12/29/03,35,42,28
12/30/03,34.5,42,27
12/31/03,31,42,20
1/1/04,30.5,41,20
1/2/04,41.5,54,29
1/3/04,37.5,50,25
1/4/04,27,30,24
1/5/04,14.5,26,3
1/6/04,3,10,-4
1/7/04,12,18,6
1/8/04,19,27,11
1/9/04,21,26,16
1/10/04,20.5,26,15
1/11/04,32,39,25
1/12/04,33,36,30
1/13/04,25,33,17
1/14/04,23.5,33,14
1/15/04,16.5,23,10
1/16/04,25.5,28,23
1/17/04,30,34,26
1/18/04,14,26,2
1/19/04,8,15,1
1/20/04,11,18,4
1/21/04,19.5,32,7
1/22/04,2.5,10,-5
1/23/04,10,18,2
1/24/04,11.5,16,7
1/25/04,17,21,13
1/26/04,21.5,23,20
1/27/04,18,23,13
1/28/04,6.5,16,-3
1/29/04,-1,3,-5
1/30/04,-2.5,5,-10
1/31/04,7,18,-4
2/1/04,22,29,15
2/2/04,29,31,27
2/3/04,20,31,9
2/4/04,12.5,23,2
2/5/04,24.5,29,20
2/6/04,28.5,31,26
2/7/04,15.5,27,4
2/8/04,16.5,25,8
2/9/04,27.5,32,23
2/10/04,20,27,13
2/11/04,22.5,32,13
2/12/04,24.5,31,18
2/13/04,20,29,11
2/14/04,22,29,15
2/15/04,13,19,7
2/16/04,14.5,24,5
2/17/04,23.5,31,16
2/18/04,30,43,17
2/19/04,34.5,39,30
2/20/04,36,41,31
2/21/04,33,39,27
2/22/04,31,40,22
2/23/04,38.5,42,35
2/24/04,33,35,31
2/25/04,31.5,37,26
2/26/04,30,37,23
2/27/04,31.5,37,26
2/28/04,38,52,24
2/29/04,44,57,31
3/1/04,47.5,55,40
3/2/04,43,47,39
3/3/04,39.5,42,37
3/4/04,37.5,40,35
3/5/04,48,59,37
3/6/04,37.5,42,33
3/7/04,38,43,33
3/8/04,33.5,38,29
3/9/04,31.5,37,26
3/10/04,38,49,27
3/11/04,29,42,16
3/12/04,21.5,31,12
3/13/04,28.5,42,15
3/14/04,36.5,39,34
3/15/04,30.5,34,27
3/16/04,32,35,29
3/17/04,31.5,34,29
3/18/04,30,35,25
3/19/04,37,49,25
3/20/04,45,59,31
3/21/04,27,31,23
3/22/04,29,39,19
3/23/04,45.5,59,32
3/24/04,49,61,37
3/25/04,59.5,64,55
3/26/04,51.5,63,40
3/27/04,43.5,51,36
3/28/04,57,67,47
3/29/04,51.5,60,43
3/30/04,43,51,35
3/31/04,37,41,33
4/1/04,37.5,45,30
4/2/04,39.5,47,32
4/3/04,41.5,53,30
4/4/04,35.5,41,30
4/5/04,35,41,29
4/6/04,53.5,68,39
4/7/04,45.5,53,38
4/8/04,44.5,51,38
4/9/04,42.5,51,34
4/10/04,37,43,31
4/11/04,35.5,39,32
4/12/04,34.5,38,31
4/13/04,36,43,29
4/14/04,48,64,32
4/15/04,51.5,66,37
4/16/04,70,82,58
4/17/04,56.5,70,43
4/18/04,66,85,47
4/19/04,57.5,73,42
4/20/04,48.5,59,38
4/21/04,53,64,42
4/22/04,43.5,49,38
4/23/04,46.5,57,36
4/24/04,44.5,51,38
4/25/04,52,62,42
4/26/04,47,57,37
4/27/04,40.5,49,32
4/28/04,63.5,80,47
4/29/04,59.5,78,41
4/30/04,41,43,39
5/1/04,43.5,47,40
5/2/04,40,46,34
5/3/04,38.5,46,31
5/4/04,55.5,71,40
5/5/04,45,53,37
5/6/04,61,75,47
5/7/04,44.5,48,41
5/8/04,52,61,43
5/9/04,56.5,69,44
5/10/04,66.5,79,54
5/11/04,56.5,66,47
5/12/04,68.5,84,53
5/13/04,68,76,60
5/14/04,53,61,45
5/15/04,46,51,41
5/16/04,51.5,63,40
5/17/04,66.5,80,53
5/18/04,55,63,47
5/19/04,53.5,63,44
5/20/04,68.5,85,52
5/21/04,52.5,60,45
5/22/04,55.5,64,47
5/23/04,62,79,45
5/24/04,51.5,59,44
5/25/04,56.5,69,44
5/26/04,55,61,49
5/27/04,61,77,45
5/28/04,49,54,44
5/29/04,48.5,54,43
5/30/04,56,60,52
5/31/04,59.5,66,53
6/1/04,63.5,72,55
6/2/04,55.5,61,50
6/3/04,53,60,46
6/4/04,54,65,43
6/5/04,57.5,69,46
6/6/04,71.5,83,60
6/7/04,76.5,87,66
6/8/04,82.5,91,74
6/9/04,65.5,80,51
6/10/04,53.5,57,50
6/11/04,57,59,55
6/12/04,61.5,68,55
6/13/04,67.5,81,54
6/14/04,72,80,64
6/15/04,63.5,71,56
6/16/04,67.5,78,57
6/17/04,63.5,70,57
6/18/04,68.5,78,59
6/19/04,57,61,53
6/20/04,62.5,73,52
6/21/04,60.5,64,57
6/22/04,64.5,72,57
6/23/04,65,72,58
6/24/04,55,61,49
6/25/04,57.5,70,45
6/26/04,63.5,73,54
6/27/04,61,69,53
6/28/04,65,74,56
6/29/04,70.5,81,60
6/30/04,74,83,65
7/1/04,71,82,60
7/2/04,64,69,59
7/3/04,68,74,62
7/4/04,72.5,79,66
7/5/04,63,68,58
7/6/04,70,79,61
7/7/04,63.5,68,59
7/8/04,63,72,54
7/9/04,61.5,69,54
7/10/04,66,73,59
7/11/04,67,78,56
7/12/04,75,81,69
7/13/04,78,89,67
7/14/04,69.5,76,63
7/15/04,72,82,62
7/16/04,72.5,82,63
7/17/04,66.5,70,63
7/18/04,67.5,74,61
7/19/04,72.5,81,64
7/20/04,75.5,82,69
7/21/04,76.5,81,72
7/22/04,75,87,63
7/23/04,63,67,59
7/24/04,61,69,53
7/25/04,61,68,54
7/26/04,64.5,74,55
7/27/04,70,79,61
7/28/04,72,80,64
7/29/04,74,83,65
7/30/04,73,79,67
7/31/04,72.5,81,64
8/1/04,76,88,64
8/2/04,77.5,86,69
8/3/04,71,79,63
8/4/04,68.5,73,64
8/5/04,62.5,69,56
8/6/04,65.5,77,54
8/7/04,67.5,73,62
8/8/04,71.5,79,64
8/9/04,75,84,66
8/10/04,64,69,59
8/11/04,56.5,60,53
8/12/04,58.5,65,52
8/13/04,61,66,56
8/14/04,59.5,68,51
8/15/04,60.5,72,49
8/16/04,66.5,77,56
8/17/04,68,75,61
8/18/04,69.5,81,58
8/19/04,61.5,69,54
8/20/04,64.5,73,56
8/21/04,58.5,67,50
8/22/04,67,81,53
8/23/04,67,71,63
8/24/04,70.5,74,67
8/25/04,71.5,76,67
8/26/04,75,83,67
8/27/04,76.5,84,69
8/28/04,64.5,74,55
8/29/04,57.5,63,52
8/30/04,63,75,51
8/31/04,65.5,73,58
9/1/04,67.5,78,57
9/2/04,73,84,62
9/3/04,69.5,78,61
9/4/04,71,80,62
9/5/04,73,81,65
9/6/04,69,78,60
9/7/04,62.5,69,56
9/8/04,63,67,59
9/9/04,62,69,55
9/10/04,63.5,75,52
9/11/04,73.5,85,62
9/12/04,73,84,62
9/13/04,70.5,81,60
9/14/04,75.5,84,67
9/15/04,76.5,86,67
9/16/04,62.5,72,53
9/17/04,60.5,68,53
9/18/04,63.5,72,55
9/19/04,67,74,60
9/20/04,64,74,54
9/21/04,68.5,82,55
9/22/04,66,80,52
9/23/04,68,79,57
9/24/04,68,79,57
9/25/04,58,66,50
9/26/04,57,71,43
9/27/04,62.5,77,48
9/28/04,54.5,59,50
9/29/04,53,62,44
9/30/04,53.5,68,39
10/1/04,60.5,74,47
10/2/04,46.5,56,37
10/3/04,53.5,69,38
10/4/04,48.5,59,38
10/5/04,46,60,32
10/6/04,62,76,48
10/7/04,62.5,71,54
10/8/04,61.5,69,54
10/9/04,57,69,45
10/10/04,51.5,61,42
10/11/04,51.5,60,43
10/12/04,50.5,59,42
10/13/04,52.5,60,45
10/14/04,49.5,53,46
10/15/04,45,48,42
10/16/04,42.5,46,39
10/17/04,45,52,38
10/18/04,48,51,45
10/19/04,49,51,47
10/20/04,50,51,49
10/21/04,51,57,45
10/22/04,54,58,50
10/23/04,64,73,55
10/24/04,53,63,43
10/25/04,54.5,70,39
10/26/04,51.5,54,49
10/27/04,52,55,49
10/28/04,54,59,49
10/29/04,67,75,59
10/30/04,59.5,71,48
10/31/04,47,50,44
11/1/04,47,49,45
11/2/04,46,48,44
11/3/04,47,51,43
11/4/04,46.5,50,43
11/5/04,45,54,36
11/6/04,53.5,65,42
11/7/04,44.5,55,34
11/8/04,37.5,43,32
11/9/04,45,52,38
11/10/04,52.5,61,44
11/11/04,38,44,32
11/12/04,36.5,43,30
11/13/04,37,45,29
11/14/04,36.5,49,24
11/15/04,37,45,29
11/16/04,49.5,54,45
11/17/04,57,61,53
11/18/04,54,60,48
11/19/04,50,53,47
11/20/04,46,54,38
11/21/04,37.5,43,32
11/22/04,39,45,33
11/23/04,42,49,35
11/24/04,34,39,29
11/25/04,31,39,23
11/26/04,37,44,30
11/27/04,41,46,36
11/28/04,36.5,41,32
11/29/04,34,39,29
11/30/04,31.5,38,25
12/1/04,30.5,37,24
12/2/04,31,36,26
12/3/04,27.5,34,21
12/4/04,38,43,33
12/5/04,34.5,41,28
12/6/04,42.5,45,40
12/7/04,42.5,46,39
12/8/04,38,40,36
12/9/04,41,45,37
12/10/04,40,45,35
12/11/04,33,35,31
12/12/04,34,42,26
12/13/04,24.5,30,19
12/14/04,21,27,15
12/15/04,28,38,18
12/16/04,33,41,25
12/17/04,25,31,19
12/18/04,24,36,12
12/19/04,7.5,13,2
12/20/04,18,28,8
12/21/04,21.5,31,12
12/22/04,7.5,12,3
12/23/04,8.5,15,2
12/24/04,3,10,-4
12/25/04,14.5,19,10
12/26/04,17.5,26,9
12/27/04,21.5,28,15
12/28/04,32,40,24
12/29/04,28,34,22
12/30/04,40,55,25
12/31/04,40,53,27
1/1/05,29.5,36,23
1/2/05,37,44,30
1/3/05,27.5,30,25
1/4/05,28,30,26
1/5/05,25,29,21
1/6/05,19,25,13
1/7/05,14.5,25,4
1/8/05,21.5,25,18
1/9/05,28.5,32,25
1/10/05,27.5,31,24
1/11/05,33,35,31
1/12/05,43,51,35
1/13/05,23,37,9
1/14/05,4,9,-1
1/15/05,6,11,1
1/16/05,7,14,0
1/17/05,3,6,0
1/18/05,12,23,1
1/19/05,26.5,32,21
1/20/05,23.5,26,21
1/21/05,21.5,23,20
1/22/05,16.5,22,11
1/23/05,12.5,21,4
1/24/05,25.5,32,19
1/25/05,33,38,28
1/26/05,24.5,35,14
1/27/05,12,20,4
1/28/05,14.5,29,0
1/29/05,27.5,34,21
1/30/05,31,32,30
1/31/05,31.5,33,30
2/1/05,32,34,30
2/2/05,30.5,34,27
2/3/05,33,43,23
2/4/05,35,46,24
2/5/05,41,49,33
2/6/05,40,44,36
2/7/05,35.5,41,30
2/8/05,26.5,30,23
2/9/05,24,28,20
2/10/05,24,30,18
2/11/05,31,40,22
2/12/05,37.5,43,32
2/13/05,35,37,33
2/14/05,37,39,35
2/15/05,34,39,29
2/16/05,27,32,22
2/17/05,17.5,23,12
2/18/05,16.5,24,9
2/19/05,28.5,35,22
2/20/05,32.5,34,31
2/21/05,33,35,31
2/22/05,25.5,32,19
2/23/05,25,33,17
2/24/05,26,31,21
2/25/05,30,35,25
2/26/05,25,29,21
2/27/05,30.5,34,27
2/28/05,29,33,25
3/1/05,22,26,18
3/2/05,17.5,25,10
3/3/05,22.5,31,14
3/4/05,29.5,38,21
3/5/05,37,41,33
3/6/05,46,56,36
3/7/05,37,52,22
3/8/05,21.5,28,15
3/9/05,21.5,27,16
3/10/05,26,32,20
3/11/05,29,35,23
3/12/05,21.5,28,15
3/13/05,21.5,31,12
3/14/05,29,35,23
3/15/05,29.5,37,22
3/16/05,34.5,44,25
3/17/05,27.5,32,23
3/18/05,32.5,35,30
3/19/05,33.5,36,31
3/20/05,34.5,39,30
3/21/05,32,37,27
3/22/05,33.5,37,30
3/23/05,33,37,29
3/24/05,36,48,24
3/25/05,33.5,38,29
3/26/05,34,42,26
3/27/05,36.5,49,24
3/28/05,42.5,57,28
3/29/05,49.5,62,37
3/30/05,57.5,68,47
3/31/05,47,54,40
4/1/05,42.5,55,30
4/2/05,44,52,36
4/3/05,42,52,32
4/4/05,44,54,34
4/5/05,59,73,45
4/6/05,53,66,40
4/7/05,45.5,51,40
4/8/05,46,53,39
4/9/05,47,55,39
4/10/05,50.5,63,38
4/11/05,52,60,44
4/12/05,43,46,40
4/13/05,44,51,37
4/14/05,47,56,38
4/15/05,46,58,34
4/16/05,53.5,69,38
4/17/05,52,58,46
4/18/05,60,74,46
4/19/05,69,80,58
4/20/05,54,69,39
4/21/05,43.5,50,37
4/22/05,41,45,37
4/23/05,38,42,34
4/24/05,43,53,33
4/25/05,52.5,64,41
4/26/05,47,54,40
4/27/05,44.5,51,38
4/28/05,42,49,35
4/29/05,41,50,32
4/30/05,46,54,38
5/1/05,41.5,48,35
5/2/05,39.5,45,34
5/3/05,42,47,37
5/4/05,47,58,36
5/5/05,50,63,37
5/6/05,60.5,71,50
5/7/05,47,54,40
5/8/05,58.5,76,41
5/9/05,64.5,71,58
5/10/05,66,76,56
5/11/05,47,56,38
5/12/05,43,48,38
5/13/05,51.5,60,43
5/14/05,54.5,61,48
5/15/05,49,53,45
5/16/05,48.5,55,42
5/17/05,53.5,62,45
5/18/05,58,65,51
5/19/05,51,55,47
5/20/05,54,62,46
5/21/05,56,69,43
5/22/05,68,79,57
5/23/05,56.5,64,49
5/24/05,55,62,48
5/25/05,54.5,64,45
5/26/05,63,72,54
5/27/05,59,67,51
5/28/05,57,65,49
5/29/05,57,67,47
5/30/05,57.5,67,48
5/31/05,58.5,66,51
6/1/05,62.5,73,52
6/2/05,61.5,70,53
6/3/05,63,70,56
6/4/05,67,78,56
6/5/05,74,85,63
6/6/05,76,86,66
6/7/05,77.5,86,69
6/8/05,75,86,64
6/9/05,75,85,65
6/10/05,75.5,88,63
6/11/05,78,87,69
6/12/05,77,83,71
6/13/05,75.5,82,69
6/14/05,72,79,65
6/15/05,60,66,54
6/16/05,66,78,54
6/17/05,58,63,53
6/18/05,58.5,67,50
6/19/05,61,72,50
6/20/05,69,83,55
6/21/05,75,84,66
6/22/05,70.5,78,63
6/23/05,77.5,94,61
6/24/05,85,96,74
6/25/05,72,81,63
6/26/05,73,80,66
6/27/05,80,89,71
6/28/05,79.5,88,71
6/29/05,71.5,78,65
6/30/05,79,88,70
7/1/05,64.5,73,56
7/2/05,60,68,52
7/3/05,68,80,56
7/4/05,71.5,76,67
7/5/05,71.5,80,63
7/6/05,67,72,62
7/7/05,68,76,60
7/8/05,69,78,60
7/9/05,71,84,58
7/10/05,77,87,67
7/11/05,71.5,83,60
7/12/05,72,75,69
7/13/05,74.5,81,68
7/14/05,74.5,79,70
7/15/05,76,82,70
7/16/05,77.5,85,70
7/17/05,78.5,88,69
7/18/05,81,88,74
7/19/05,72,77,67
7/20/05,74.5,84,65
7/21/05,74.5,83,66
7/22/05,72.5,79,66
7/23/05,74,83,65
7/24/05,86,97,75
7/25/05,79,87,71
7/26/05,70.5,77,64
7/27/05,64.5,70,59
7/28/05,68,77,59
7/29/05,68,73,63
7/30/05,70.5,79,62
7/31/05,80,89,71
8/1/05,81,91,71
8/2/05,80.5,90,71
8/3/05,84,94,74
8/4/05,79,86,72
8/5/05,72,78,66
8/6/05,70.5,81,60
8/7/05,74,85,63
8/8/05,78,90,66
8/9/05,83,95,71
8/10/05,76.5,82,71
8/11/05,71.5,74,69
8/12/05,76,83,69
8/13/05,67.5,71,64
8/14/05,68.5,76,61
8/15/05,69.5,78,61
8/16/05,72,80,64
8/17/05,71,81,61
8/18/05,76.5,82,71
8/19/05,76.5,83,70
8/20/05,78.5,87,70
8/21/05,71.5,80,63
8/22/05,64,70,58
8/23/05,64,71,57
8/24/05,66.5,74,59
8/25/05,70.5,75,66
8/26/05,74,82,66
8/27/05,76,84,68
8/28/05,72,81,63
8/29/05,71.5,82,61
8/30/05,68.5,76,61
8/31/05,69.5,75,64
9/1/05,75,84,66
9/2/05,70.5,80,61
9/3/05,67,74,60
9/4/05,68.5,76,61
9/5/05,72,83,61
9/6/05,76.5,86,67
9/7/05,77.5,88,67
9/8/05,70.5,75,66
9/9/05,69.5,77,62
9/10/05,76.5,85,68
9/11/05,81.5,92,71
9/12/05,80.5,91,70
9/13/05,80.5,92,69
9/14/05,65.5,74,57
9/15/05,61.5,69,54
9/16/05,63.5,70,57
9/17/05,63,72,54
9/18/05,70,81,59
9/19/05,73,83,63
9/20/05,70.5,82,59
9/21/05,76,88,64
9/22/05,67,75,59
9/23/05,60,66,54
9/24/05,64.5,68,61
9/25/05,67.5,73,62
9/26/05,59.5,66,53
9/27/05,61,74,48
9/28/05,59,69,49
9/29/05,51.5,60,43
9/30/05,57.5,71,44
10/1/05,66.5,79,54
10/2/05,66.5,75,58
10/3/05,76.5,86,67
10/4/05,77.5,86,69
10/5/05,75,84,66
10/6/05,55,66,44
10/7/05,46,50,42
10/8/05,47.5,51,44
10/9/05,50,55,45
10/10/05,52.5,58,47
10/11/05,53.5,60,47
10/12/05,55.5,60,51
10/13/05,57,66,48
10/14/05,61,73,49
10/15/05,57,66,48
10/16/05,49,56,42
10/17/05,57.5,70,45
10/18/05,58.5,67,50
10/19/05,54,64,44
10/20/05,48,56,40
10/21/05,49.5,54,45
10/22/05,44,49,39
10/23/05,44.5,51,38
10/24/05,45,50,40
10/25/05,43.5,50,37
10/26/05,41.5,50,33
10/27/05,44.5,52,37
10/28/05,43.5,53,34
10/29/05,49,61,37
10/30/05,54,63,45
10/31/05,52.5,57,48
11/1/05,46,53,39
11/2/05,51,63,39
11/3/05,57,65,49
11/4/05,56,65,47
11/5/05,49,54,44
11/6/05,45.5,49,42
11/7/05,50,62,38
11/8/05,49,56,42
11/9/05,52,63,41
11/10/05,39.5,47,32
11/11/05,47,58,36
11/12/05,52.5,62,43
11/13/05,48,60,36
11/14/05,36.5,45,28
